Title,Series,Volume,Author,Language,Fiction/Non,Genre,Pgs,Publication_date,year_read
Something From the Nightside,Nightside,1,Simon R. Green,English,Fiction,Fantasy,230,0,
The Unnatural Inquirer,Nightside,8,Simon R. Green,English,Fiction,Fantasy,246,0,
A Study in Scarlet,Sherlock Holmes,,Sir Arthur Conan Doyle,English,Fiction,Mystery,123,0,2013
The Sign of Four,Sherlock Holmes,,Sir Arthur Conan Doyle,English,Fiction,Mystery,129,0,2013
Antigona,,,Sophocles,Spanish,Fiction,Classic,80,0,2012
Edipo Rey,,,Sophocles,Spanish,Fiction,Classic,41,0,
The Chestnut Man ,,,Soren Sveistrup,English,Fiction,Mystery,519,0,2019
"Date Me Baby, One More Time",Inmortally Sexy,1,Stephanie Rowe,English,Fiction,Paranormal Romance,300,0,
Must Love Dragons,Inmortally Sexy,2,Stephanie Rowe,English,Fiction,Paranormal Romance,342,0,
Black House,,,Stephen  King,English,Fiction,Horror,624,0,
Cell,,,Stephen King,English,Fiction,Science Fiction,449,0,
Drawing of the Three,Dark Tower,2,Stephen King,English,Fiction,Science Fiction,463,0,
Song of Susannah,Dark Tower,6,Stephen King,English,Fiction,Science Fiction,510,0,
The Dark Tower,Dark Tower,7,Stephen King,English,Fiction,Science Fiction,830,0,
The Green Mile,,,Stephen  King,English,Fiction,Horror,536,0,
The Gunslinger,Dark Tower,1,Stephen King,English,Fiction,Science Fiction,231,0,
The Waste Lands,Dark Tower,3,Stephen King,English,Fiction,Science Fiction,588,0,
Under the Dome,,,Stephen King,English,Fiction,Science Fiction,1072,0,
Wizard and Glass,Dark Tower,4,Stephen King,English,Fiction,Science Fiction,694,0,
Wolves and the Calla,Dark Tower,5,Stephen King,English,Fiction,Science Fiction,924,0,
Gilgamesh,,,Stephen Mitchell,English,Fiction,Classic,290,0,2015
Unholy Messenger: The Life and Crimes of the BTK Serial Killer,,,Stephen Singular,English,Non-Fiction,True Crime,287,0,
Breaking Dawn,Twilight,4,Stephenie Meyer,English,Fiction,Young Adult,754,0,
Eclipse,Twilight,3,Stephenie Meyer,English,Fiction,Young Adult,629,0,
New Moon,Twilight,2,Stephenie Meyer,English,Fiction,Young Adult,563,0,
Twilight,Twilight,1,Stephenie Meyer,English,Fiction,Young Adult,498,0,
Do The Work,,,Steven Pressfield,English,Non-Fiction,Psychology,98,0,2012
The War of Art,,,Steven Pressfield,English,Non-Fiction,Psychology,165,0,2012
The Girl Who Kicked the Hornet's Nest,Millenium,3,Stieg Larsson,English,Fiction,Crime Fiction,563,0,
The Girl Who Played With Fire,Millenium,2,Stieg Larsson,English,Fiction,Crime Fiction,724,0,
The Girl With the Dragon Tattoo,Millenium,1,Stieg Larsson,English,Fiction,Crime Fiction,644,0,
Necrophilia Variations,,,Supervert,English,Fiction,Sexuality,200,0,2013
French Kiss,,,Susan Johnson,English,Fiction,Chick Lit,300,0,
Catching Fire,Hunger Games,2,Suzanne Collins,English,Fiction,Young Adult,391,0,2011
Mockingjay,Hunger Games,3,Suzanne Collins,English,Fiction,Young Adult,390,0,2011
The Hunger Games,Hunger Games,1,Suzanne Collins,English,Fiction,Young Adult,374,0,2011
Only Human ,Themis Files,3,Sylvain Neuvel,English,Fiction,Science Fiction,336,0,2018
Sleeping Giants ,Themis Files,1,Sylvain Neuvel,English,Fiction,Science Fiction,320,0,2017
Waking Gods ,Themis Files,2,Sylvain Neuvel,English,Fiction,Science Fiction,336,0,2017
The Bell Jar,,,Sylvia Plath,English,Fiction,Classic,284,1963,
Shatter Glass,The Circle Opens,4,Tamora Pierce,English,Fiction,Young Adult,357,0,
Trickster' Queen,Tricksters,2,Tamora Pierce,English,Fiction,Young Adult,444,0,
Trickster's Choice,Tricksters,1,Tamora Pierce,English,Fiction,Young Adult,403,0,
In the Woods,,,Tana French,English,Fiction,Mystery,431,0,2014
Wolf Queen,The Claidi Journals,3,Tanith Lee,English,Fiction,Young Adult,216,0,
Wolf Star,The Claidi Journals,2,Tanith Lee,English,Fiction,Young Adult,232,0,
Wolf Tower,The Claidi Journals,1,Tanith Lee,English,Fiction,Young Adult,223,0,
Wolf Wing,The Claidi Journals,4,Tanith Lee,English,Fiction,Young Adult,229,0,
How To Buy A Love of Reading,,,Tanya Egan Gibson,English,Fiction,Chick Lit,392,0,2011
The Wives of Los Alamos,,,TaraShea Nesbit,English,Non-Fiction,Historical Fiction,240,0,2015
A Streetcar Named Desire,,,Tennessee Williams,English,Fiction,Drama,179,1951,
The Vampire Who Loved Me,,,Teresa Medeiros,English,Fiction,Paranormal Romance,373,0,
Vision Quest,,,Terry Davis,English,Fiction,Young Adult,239,0,
A Slip of the Keyboard,,,Terry Pratchett,English,Non-Fiction,Essays,323,0,2015
Nightlife,,,Thomas Perry ,English,Fiction,Thriller,373,0,
La Rendicion,,,Toni Bentley,Spanish,Fiction,Erotica,220,2007,
Just A Couple of Days,,,Tony Vigorito ,English,Fiction,Contemporary,400,0,2011
August: Osage County ,,,Tracy Letts,English,Fiction,Drama,153,0,2016
Honeybee,,,Trista Mateer,English,Non-Fiction,Poetry,160,0,2014
"Other Voices, Other Rooms ",,,Truman Capote,English,Fiction,Classic,232,0,2016
Confessions of a Backup Dancer,,,Tucker  Shaw,English,Non-Fiction,Biography,265,0,
Flavor of the Week,,,Tucker Shaw,English,Fiction,Young Adult,219,0,
Gifts,,,Ursula K. Le Guin,English,Fiction,Young Adult,274,0,
Chicken Soup for the Kid's Soul,,,Various Authors,English,Non-Fiction,Self Help,366,0,
Chicken Soup for the Teenage Soul I,,,Various Authors,English,Non-Fiction,Self Help,334,0,
Chicken Soup for the Teenage Soul II,,,Various Authors,English,Non-Fiction,Self Help,234,0,
Chicken Soup for the Teenage Soul III,,,Various Authors,English,Non-Fiction,Self Help,343,0,
Chicken Soup for the Teenage Soul on Tough Stuff,,,Various Authors,English,Non-Fiction,Self Help,325,0,
Divergent,Divergent,1,Veronica Roth,English,Fiction,Young Adult,487,0,2014
Allegiant,Divergent,3,Veronica Roth,English,Fiction,Young Adult,526,0,2014
Insurgent,Divergent,2,Veronica Roth,English,Fiction,Young Adult,525,0,2014
Gone With The Nerd,,,Vicki Lewis Thompson,English,Fiction,Romance,386,0,
My Nerdy Valentine,,,Vicki Lewis Thompson,English,Fiction,Romance,339,0,
Nerd In Shining Armor,,,Vicki Lewis Thompson,English,Fiction,Romance,324,0,
Nerds Like It Hot,,,Vicki Lewis Thompson,English,Fiction,Romance,370,0,
Talk Nerdy To Me,,,Vicki Lewis Thompson,English,Fiction,Romance,357,0,
The Nerd Who Loved Me,,,Vicki Lewis Thompson,English,Fiction,Romance,404,0,
Seal It With a Kiss,,,Violet Blue,English,Non-Fiction,Sexuality,129,2010,
The 13 1/2 Lives of Captain Bluebear,,,Walter Moers,English,Fiction,Contemporary,704,0,2014
Flipped,,,Wendelin Van Draanen,English,Fiction,Young Adult,212,0,
A Mango-Shaped Space,,,Wendy Mass,English,Fiction,Young Adult,218,0,
A Midsummer's Night Dream,,,William Shakespeare,English,Fiction,Drama,240,0,2016
Julius Ceasar,,,William Shakespeare,English,Fiction,Drama,140,0,
Macbeth,,,William Shakespeare,English,Fiction,Drama,177,0,
The Taming of the Shrew,,,William Shakespeare,English,Fiction,Drama,109,0,2011
Revenge,,,Yoko  Ogawa,English,Fiction,Horror,162,0,2015
The Housekeeper and the Professor,,,Yoko Ogawa,English,Fiction,Contemporary,180,0,2014
Caparazones,,,Yolanda Arroyo,Spanish,Fiction,LGBT,172,0,2011
How To Teach Filthy Rich Girls,,,Zoey Dean,English,Fiction,Chick Lit,293,0,
